,word,count
11973,sluggish,5
11974,slum,1
11975,slumber,5
11976,slump,3
11977,slurp,1
11978,slush,3
11979,slushy,1
11980,slut,7
11981,slutty,1
11982,sly,6
11983,sma,1
11984,smack,18
11985,smacking,4
11986,small,140
11987,smaller,17
11988,smart,96
11989,smarty,1
11990,smash,15
11991,smashing,3
11992,smear,1
11993,smeared,1
11994,smegma,1
11995,smell,89
11996,smelled,3
11997,smelling,10
11998,smelly,11
11999,smelt,1
12000,smidge,3
12001,smile,265
12002,smiler,1
12003,smiling,47
12004,smily,1
12005,smirk,4
12006,smitch,1
12007,smite,2
12008,smith,26
12009,smitten,4
12010,smog,1
12011,smoke,45
12012,smoked,8
12013,smoker,1
12014,smoking,23
12015,smolder,2
12016,smooch,4
12017,smoochy,1
12018,smooth,20
12019,smoothly,2
12020,smore,2
12021,smothered,1
12022,smudged,3
12023,smug,4
12024,smuggle,1
12025,smugly,1
12026,smut,5
12027,snack,29
12028,snafu,1
12029,snag,1
12030,snagged,3
12031,snail,2
12032,snails,6
12033,snake,12
12034,snakelike,1
12035,snap,30
12036,snape,2
12037,snapped,5
12038,snapping,1
12039,snappy,2
12040,snaps,3
12041,snapshot,3
12042,snark,3
12043,snarl,1
12044,snatch,2
12045,snatched,3
12046,sneak,26
12047,sneaker,4
12048,sneaking,2
12049,sneaky,4
12050,sneeze,7
12051,sneezing,13
12052,sneezy,1
12053,snick,1
12054,snicker,4
12055,snickering,1
12056,sniff,79
12057,sniffily,1
12058,sniffing,2
12059,sniffle,30
12060,sniffly,1
12061,snifter,1
12062,sniggering,1
12063,sniper,2
12064,snippet,4
12065,snitch,1
12066,snob,4
12067,snobby,1
12068,snog,5
12069,snood,1
12070,snoop,1
12071,snoopy,2
12072,snooty,1
12073,snooze,6
12074,snore,2
12075,snoring,10
12076,snorkel,4
12077,snorker,1
12078,snort,5
12079,snot,1
12080,snotty,2
12081,snow,59
12082,snowball,2
12083,snowflake,3
12084,snowy,2
12085,snozzle,1
12086,snubbed,1
12087,snubbing,1
12088,snuck,2
12089,snuff,2
12090,snuffles,1
12091,snuffy,1
12092,snuggle,23
12093,so,3
12094,soak,5
12095,soaked,11
12096,soaker,2
12097,soaking,4
12098,soap,24
12099,soapy,3
12100,soar,2
12101,sob,30
12102,sobbing,3
12103,sober,16
12104,sobering,1
12105,sobriety,1
12106,soc,1
12107,soccer,38
12108,soce,1
12109,sociable,2
12110,social,70
12111,socialism,1
12112,socialist,3
12113,socialize,1
12114,socially,1
12115,society,23
12116,sociology,5
12117,sock,34
12118,socket,2
12119,soco,3
12120,sod,9
12121,soda,22
12122,sodding,1
12123,sofa,4
12124,soft,33
12125,softball,13
12126,soften,1
12127,softly,3
12128,softy,4
12129,soggy,9
12130,soho,3
12131,soil,2
12132,soiree,2
12133,sojourn,1
12134,sol,4
12135,sola,2
12136,solace,1
12137,solar,11
12138,sold,122
12139,soldier,8
12140,sole,1
12141,solely,1
12142,solent,1
12143,soles,2
12144,solicited,1
12145,solicitor,1
12146,solid,19
12147,solidarity,1
12148,solidly,1
12149,solipsism,1
12150,solitaire,1
12151,solitary,1
12152,solo,28
12153,soloist,2
12154,solstice,2
12155,solution,27
12156,solve,12
12157,solvent,1
12158,soma,2
12159,sombrero,2
12160,somebody,62
12161,someday,59
12162,somehow,68
12163,someone,621
12164,someplace,1
12165,somerset,4
12166,something,999
12167,sometime,97
12168,sometimes,295
12169,someway,2
12170,somewhat,19
12171,somewhere,114
12172,son,125
12173,sonar,2
12174,sonata,2
12175,song,868
12176,songbird,1
12177,sonic,18
12178,sonny,10
12179,sons,7
12180,sook,1
12181,soon,1173
12182,sooner,35
12183,soonish,1
12184,soonly,1
12185,sooth,1
12186,soothe,3
12187,soothing,7
12188,sooty,1
12189,sop,1
12190,soph,8
12191,sophia,6
12192,sophisticated,1
12193,sophistication,1
12194,sophomore,4
12195,soppy,1
12196,soprano,4
12197,sordid,1
12198,sore,90
12199,sorely,3
12200,soreness,1
12201,sori,3
12202,sorority,3
12203,sorrow,10
12204,sorry,2533
12205,sort,134
12206,sorted,36
12207,sorty,1
12208,sory,3
12209,sou,3
12210,souchong,1
12211,soul,67
12212,soulful,3
12213,soum,1
12214,sound,1154
12215,sounder,1
12216,sounding,8
12217,soundly,1
12218,soup,51
12219,soupy,3
12220,sour,13
12221,source,41
12222,south,82
12223,southbound,1
12224,southeast,3
12225,southern,11
12226,southerner,1
12227,southwest,3
12228,southwestern,1
12229,souvenir,2
12230,soviet,1
12231,sow,1
12232,soy,10
12233,soya,3
12234,soybean,1
12235,spa,9
12236,space,90
12237,spaced,1
12238,spacing,2
12239,spacious,1
12240,spade,4
12241,spaghetti,7
12242,span,10
12243,spangled,1
12244,spaniel,1
12245,spank,8
12246,spanking,4
12247,spanky,2
12248,spann,1
12249,spare,39
12250,sparingly,2
12251,spark,5
12252,sparked,2
12253,sparking,1
12254,sparkle,7
12255,sparkling,2
12256,sparkly,6
12257,sparks,10
12258,sparky,3
12259,sparrow,3
12260,sparse,1
12261,spasm,3
12262,spat,1
12263,spatial,2
12264,spawn,3
12265,spay,1
12266,speak,119
12267,speaker,28
12268,speaking,50
12269,spear,13
12270,spearhead,2
12271,spec,6
12272,special,178
12273,specialist,7
12274,speciality,1
12275,specially,13
12276,specialty,3
12277,species,5
12278,specific,24
12279,specifically,6
12280,specify,1
12281,speckle,1
12282,specs,2
12283,spectacle,2
12284,spectacles,1
12285,spectacular,12
12286,spectacularly,1
12287,spectator,2
12288,spectrum,2
12289,speculation,3
12290,speech,25
12291,speechless,13
12292,speed,54
12293,speedboat,1
12294,speeding,7
12295,speedway,1
12296,speedy,9
12297,spell,68
12298,speller,2
12299,spelling,44
12300,spelt,12
12301,spencer,9
12302,spend,110
12303,spending,44
12304,spent,94
12305,sperm,2
12306,spet,1
12307,spew,1
12308,spewing,3
12309,sphere,4
12310,sphinx,1
12311,spice,6
12312,spicy,14
12313,spider,28
12314,spiderweb,1
12315,spiffy,4
12316,spike,7
12317,spiked,2
12318,spill,20
12319,spilt,2
12320,spin,18
12321,spinach,4
12322,spinal,1
12323,spindle,1
12324,spine,5
12325,spineless,1
12326,spinner,2
12327,spinning,7
12328,spinster,1
12329,spiral,2
12330,spiraled,1
12331,spire,1
12332,spirit,51
12333,spirited,1
12334,spiritful,1
12335,spiritual,8
12336,spit,6
12337,spite,5
12338,spitting,3
12339,splash,9
12340,splat,1
12341,splendid,8
12342,splendidly,1
12343,splint,4
12344,splinter,4
12345,split,28
12346,splitting,2
12347,splosh,1
12348,splutter,2
12349,spoil,18
12350,spoiled,18
12351,spoiler,28
12352,spoiling,6
12353,spoilsport,1
12354,spoilt,7
12355,spoke,24
12356,spoken,15
12357,spokesman,1
12358,sponge,2
12359,spongy,1
12360,sponsor,11
12361,sponsorship,3
12362,spontaneous,6
12363,spontaneously,1
12364,spoof,1
12365,spook,2
12366,spooky,5
12367,spool,2
12368,spoon,20
12369,spooner,1
12370,spoonful,1
12371,spooning,2
12372,sporadic,1
12373,sporadically,1
12374,spore,2
12375,sport,13
12376,sporting,6
12377,sports,32
12378,sportsman,1
12379,sporty,2
12380,spot,99
12381,spotless,1
12382,spotlight,3
12383,spotted,7
12384,spotting,4
12385,spouse,3
12386,sprain,5
12387,sprang,1
12388,sprawling,1
12389,spray,19
12390,spread,56
12391,spreading,20
12392,spree,7
12393,spring,46
12394,springboard,1
12395,springtime,1
12396,sprinkle,14
12397,sprinkling,1
12398,sprint,16
12399,sprinter,1
12400,sprite,5
12401,sprout,2
12402,spruce,2
12403,sprung,2
12404,spud,3
12405,spun,3
12406,spunk,3
12407,spur,7
12408,spurt,2
12409,spy,15
12410,squad,5
12411,square,27
12412,squared,2
12413,squarely,1
12414,squash,5
12415,squat,4
12416,squeak,2
12417,squeaky,2
12418,squeal,2
12419,squeeze,13
12420,squeezing,1
12421,squelching,1
12422,squib,1
12423,squid,11
12424,squidgy,1
12425,squiffy,2
12426,squint,3
12427,squire,1
12428,squirm,1
12429,squirming,1
12430,squirrel,15
12431,squirt,2
12432,squish,5
12433,squishy,2
12434,sri,46
12435,st,260
12436,stab,8
12437,stabber,1
12438,stabbing,1
12439,stable,4
12440,stack,22
12441,stadium,9
12442,staff,20
12443,stag,2
12444,stage,61
12445,staged,3
12446,stagger,1
12447,stain,14
12448,staining,1
12449,stair,20
12450,staircase,1
12451,staired,1
12452,stairway,1
12453,stake,7
12454,stale,5
12455,stalk,23
12456,stalked,5
12457,stalker,29
12458,stalking,24
12459,stall,3
12460,stalling,3
12461,stamina,1
12462,stammer,1
12463,stamp,11
12464,stampede,1
12465,stance,2
12466,stand,97
12467,standard,29
12468,standing,39
12469,standout,1
12470,standpoint,1
12471,stang,1
12472,stank,1
12473,stannery,1
12474,staple,4
12475,star,193
12476,starboard,1
12477,starcraft,1
12478,stare,13
12479,starfish,1
12480,staring,15
12481,stark,1
12482,starlite,1
12483,starred,1
12484,starring,5
12485,starry,2
12486,starship,4
12487,start,886
12488,starter,2
12489,starting,155
12490,startling,2
12491,starvation,3
12492,starve,3
12493,stash,3
12494,state,130
12495,stated,1
12496,statement,25
12497,stateside,1
12498,static,2
12499,station,68
12500,stationary,2
12501,stationery,3
12502,statistics,5
12503,statue,1
12504,stature,1
12505,status,62
12506,statute,1
12507,statutory,1
12508,staunchly,1
12509,stay,477
12510,stayed,68
12511,stays,16
12512,stead,3
12513,steadfastness,1
12514,steady,1
12515,steak,33
12516,steal,51
12517,stealer,3
12518,stealing,17
12519,stealth,2
12520,stealthy,1
12521,steam,5
12522,steamboat,2
12523,steaming,2
12524,steel,5
12525,steeler,3
12526,steeling,1
12527,steep,1
12528,steer,5
12529,steering,1
12530,stein,1
12531,stella,13
12532,stellar,2
12533,stem,1
12534,stench,3
12535,step,108
12536,stepbrother,1
12537,stepchild,1
12538,stepped,10
12539,stepper,1
12540,stepping,3
12541,stepsister,1
12542,stepson,2
12543,stereo,4
12544,stereotype,4
12545,sterling,4
12546,stern,3
12547,steroid,4
12548,steven,16
12549,stew,3
12550,steward,2
12551,stewed,2
12552,stich,1
12553,stick,80
12554,sticker,8
12555,stickers,10
12556,sticking,13
12557,stickler,1
12558,sticks,14
12559,sticky,10
12560,stiff,9
12561,stiffen,1
12562,stifle,2
12563,stifling,1
12564,stigma,1
12565,stiletto,2
12566,still,2413
12567,stilling,1
12568,stimulation,1
12569,stimulus,1
12570,sting,11
12571,stinging,1
12572,stingray,1
12573,stingy,1
12574,stink,26
12575,stinkbug,1
12576,stinker,2
12577,stinking,4
12578,stint,5
12579,stir,4
12580,stitch,17
12581,stock,36
12582,stocking,1
12583,stockpile,1
12584,stocks,7
12585,stogy,1
12586,stoic,1
12587,stoichiometry,1
12588,stoke,43
12589,stole,36
12590,stoled,1
12591,stolen,27
12592,stollen,2
12593,stomach,80
12594,stomp,7
12595,stomper,3
12596,stone,26
12597,stoned,1
12598,stoner,4
12599,stood,14
12600,stoof,1
12601,stooge,1
12602,stool,4
12603,stoop,2
12604,stop,460
12605,stope,2
12606,stopover,1
12607,stopped,83
12608,stopping,19
12609,storage,18
12610,store,207
12611,storm,91
12612,storming,2
12613,stormy,5
12614,story,350
12615,storybook,1
12616,storyteller,2
12617,stot,2
12618,stout,3
12619,stove,6
12620,straggler,1
12621,straight,90
12622,straighten,16
12623,straightener,2
12624,straightforward,1
12625,strain,1
12626,strait,1
12627,straiten,1
12628,strand,2
12629,strange,69
12630,strangely,9
12631,strangeness,1
12632,stranger,26
12633,strangling,1
12634,strap,8
12635,strapless,1
12636,strapped,3
12637,strass,1
12638,strategic,1
12639,strategically,1
12640,strategy,7
12641,stratus,1
12642,strave,1
12643,straw,7
12644,strawberry,52
12645,stray,6
12646,stre,1
12647,streak,12
12648,stream,56
12649,streamer,1
12650,streaming,19
12651,streep,1
12652,street,80
12653,streets,11
12654,strength,23
12655,strengthen,1
12656,strenuous,1
12657,stress,124
12658,stressful,16
12659,stressless,1
12660,stretch,28
12661,stretcher,1
12662,stretchy,1
12663,strick,1
12664,strict,5
12665,strictly,14
12666,strid,1
12667,stride,2
12668,strike,22
12669,striker,1
12670,striking,3
12671,string,17
12672,strip,14
12673,stripe,5
12674,striped,3
12675,stripped,2
12676,stripper,6
12677,stripping,2
12678,strive,1
12679,stroke,11
12680,stroking,2
12681,stroll,13
12682,stroller,1
12683,strong,85
12684,strongly,3
12685,struck,9
12686,structure,5
12687,structured,1
12688,struggle,15
12689,struggling,13
12690,strum,1
12691,strut,1
12692,stub,1
12693,stubble,1
12694,stubborn,6
12695,stubbornly,1
12696,stubbornness,1
12697,stubby,1
12698,stuck,225
12699,stud,2
12700,studding,1
12701,student,83
12702,studied,10
12703,studio,57
12704,studious,2
12705,study,144
12706,stuff,674
12707,stuffed,14
12708,stuffing,4
12709,stuffy,6
12710,stumble,3
12711,stummy,1
12712,stump,5
12713,stumpy,1
12714,stun,7
12715,stung,1
12716,stunning,22
12717,stunt,3
12718,stupid,313
12719,stupidity,6
12720,stupidly,7
12721,stutter,3
12722,stuttering,1
12723,sty,1
12724,style,79
12725,styling,1
12726,stylish,6
12727,stylist,8
12728,stylistics,1
12729,stylus,2
12730,sub,24
12731,subbing,2
12732,subconscious,1
12733,subdued,1
12734,subject,27
12735,subjected,1
12736,subjective,2
12737,subliminal,3
12738,submiss,2
12739,submission,10
12740,submit,24
12741,subscribe,9
12742,subscriber,5
12743,subscript,1
12744,subscription,6
12745,subsequent,1
12746,subside,4
12747,subsiding,1
12748,substance,6
12749,substitute,6
12750,subtile,1
12751,subtitle,3
12752,subtle,3
12753,subtly,1
12754,subtract,1
12755,suburb,2
12756,suburbia,2
12757,subway,20
12758,succeed,8
12759,success,43
12760,successful,27
12761,successfully,5
12762,succinctly,1
12763,succumb,3
12764,suck,1037
12765,sucker,15
12766,sucking,8
12767,sucuri,1
12768,sud,1
12769,sudden,9
12770,suddenly,29
12771,sue,17
12772,suet,1
12773,suffer,31
12774,suffering,23
12775,suffice,3
12776,sufficiency,1
12777,sufficient,2
12778,suffocating,2
12779,sugar,43
12780,suggest,76
12781,suggesting,8
12782,suggestion,37
12783,suicidal,3
12784,suicide,12
12785,suit,45
12786,suitable,10
12787,suitably,2
12788,suitcase,10
12789,suite,10
12790,suiting,1
12791,sulk,7
12792,sully,3
12793,sum,80
12794,summarize,1
12795,summary,6
12796,summed,1
12797,summer,500
12798,summertime,9
12799,summery,3
12800,summit,20
12801,summon,1
12802,sumptuous,2
12803,sun,334
12804,sunbeam,4
12805,sunburn,24
12806,sunburned,11
12807,sunburnt,9
12808,sundae,4
12809,sundown,1
12810,sunflower,3
12811,sung,6
12812,sunglass,17
12813,sunk,4
12814,sunlight,2
12815,sunn,1
12816,sunny,151
12817,sunrise,14
12818,sunset,13
12819,sunshine,106
12820,sunshiny,3
12821,sunt,2
12822,sunway,1
12823,sup,16
12824,supa,1
12825,super,279
12826,superb,8
12827,superbly,1
12828,supercool,1
12829,superficial,1
12830,superhero,5
12831,superior,3
12832,superman,6
12833,supermarket,5
12834,supernatural,18
12835,supernova,1
12836,superpower,1
12837,supersize,1
12838,supertramp,1
12839,supervision,2
12840,superwoman,3
12841,supper,8
12842,supplement,3
12843,supplier,4
12844,supply,12
12845,support,188
12846,supporter,6
12847,supporting,14
12848,supportive,7
12849,suppose,94
12850,supposed,218
12851,supposedly,7
12852,suppository,1
12853,suppress,1
12854,supreme,1
12855,supremely,3
12856,sur,1
12857,sure,1315
12858,surely,31
12859,surf,21
12860,surface,6
12861,surfaced,1
12862,surfacing,1
12863,surfboard,2
12864,surfer,4
12865,surge,2
12866,surgeon,2
12867,surgery,44
12868,surly,1
12869,surname,2
12870,surpass,2
12871,surplus,2
12872,surprise,57
12873,surprising,10
12874,surprisingly,9
12875,surrender,1
12876,surrey,1
12877,surrogate,1
12878,surround,3
12879,surrounded,12
12880,surrounding,3
12881,surroundings,2
12882,survey,4
12883,survival,5
12884,survive,36
12885,surviving,5
12886,survivor,17
12887,suspect,28
12888,suspected,4
12889,suspend,2
12890,suspended,15
12891,suspenders,1
12892,suspense,6
12893,suspension,1
12894,suspicion,2
12895,suspicious,2
12896,sustained,3
12897,sutra,2
12898,suttle,1
12899,suz,1
12900,swa,1
12901,swaddle,1
12902,swag,5
12903,swallo,1
12904,swallow,11
12905,swam,2
12906,swamp,8
12907,swan,8
12908,swanky,1
12909,swanny,1
12910,swap,26
12911,swapping,2
12912,sware,2
12913,swarm,2
12914,swarming,1
12915,swastika,1
12916,swat,1
12917,sway,30
12918,swear,69
12919,sweat,19
12920,sweater,9
12921,sweating,3
12922,sweatshop,2
12923,sweaty,16
12924,sweep,7
12925,sweeping,1
12926,sweepstake,2
12927,sweepy,1
12928,sweet,515
12929,sweeten,1
12930,sweetheart,46
12931,sweetie,120
12932,sweetly,1
12933,sweetness,6
12934,sweety,16
12935,swell,11
12936,swelling,4
12937,sweltering,1
12938,swept,3
12939,swerve,3
12940,swift,24
12941,swig,1
12942,swill,1
12943,swim,34
12944,swimmer,5
12945,swimming,42
12946,swimmingly,1
12947,swimsuit,6
12948,swindle,1
12949,swine,47
12950,swiney,1
12951,swing,19
12952,swinger,3
12953,swinging,4
12954,swipe,2
12955,swirl,2
12956,swish,1
12957,swisher,1
12958,swiss,5
12959,switch,53
12960,switched,17
12961,switching,9
12962,swollen,24
12963,swoon,7
12964,swooning,1
12965,swoop,2
12966,swoosh,1
12967,sword,5
12968,swore,6
12969,sworn,3
12970,swung,1
12971,syllable,3
12972,syllabus,2
12973,symbol,5
12974,symbolic,2
12975,symbolism,2
12976,sympathetic,1
12977,sympathize,4
12978,sympathy,20
12979,symphonic,1
12980,symphony,3
12981,symposium,1
12982,symptom,11
12983,synapses,1
12984,sync,24
12985,synchronization,1
12986,syndicate,1
12987,syndrome,9
12988,synergy,1
12989,synopsis,4
12990,syntax,6
12991,synthetic,1
12992,syrup,12
12993,syrupy,1
12994,system,80
12995,t,8
12996,ta,41
12997,taa,1
12998,taar,1
12999,tab,16
13000,tabby,5
13001,table,42
13002,tables,10
13003,tablet,6
13004,tabloid,4
13005,taboo,2
13006,tabor,1
13007,tack,3
13008,tacking,1
13009,tackle,3
13010,tackled,2
13011,tackling,2
13012,tacky,5
13013,tactics,1
13014,tactile,2
13015,tactive,1
13016,tad,24
13017,tae,2
13018,taft,1
13019,tag,44
13020,tagged,5
13021,tai,10
13022,tail,14
13023,tailor,1
13024,taint,3
13025,taj,1
13026,take,1282
13027,taken,119
13028,taker,2
13029,takin,15
13030,taking,239
13031,takt,1
13032,tal,2
13033,talbot,1
13034,tale,6
13035,talent,52
13036,talented,55
13037,talentless,1
13038,tales,5
13039,talk,694
13040,talkative,2
13041,talker,1
13042,talking,326
13043,talky,2
13044,tall,16
13045,taller,6
13046,tam,3
13047,tamale,3
13048,tamara,1
13049,tambourine,1
13050,tame,2
13051,tammy,3
13052,tampon,1
13053,tan,50
13054,tandem,1
13055,tang,3
13056,tanga,1
13057,tangent,1
13058,tangible,1
13059,tango,12
13060,tangy,1
13061,tania,1
13062,tanjong,1
13063,tank,26
13064,tanked,1
13065,tanned,2
13066,tanner,3
13067,tannin,2
13068,tanning,13
13069,tanti,1
13070,tantrum,4
13071,tao,4
13072,tap,25
13073,tapas,1
13074,tape,35
13075,taper,1
13076,tapioca,1
13077,tapper,1
13078,tapping,1
13079,taps,1
13080,tar,5
13081,tara,6
13082,tarantula,1
13083,tare,1
13084,target,30
13085,targeted,1
13086,tarmac,1
13087,taro,2
13088,tarot,3
13089,tarpon,1
13090,tart,8
13091,tartan,1
13092,tash,3
13093,task,25
13094,tassie,2
13095,taste,120
13096,tasted,9
13097,tasteful,1
13098,tasteless,1
13099,tasting,9
13100,tasty,24
13101,tat,25
13102,tate,3
13103,tater,3
13104,tattletale,1
13105,tattoo,43
13106,tattooing,1
13107,tau,3
13108,taught,23
13109,taum,1
13110,taunt,1
13111,taunting,1
13112,taut,1
13113,tautology,1
13114,tav,1
13115,tave,1
13116,tavern,1
13117,tawn,1
13118,tawny,1
13119,tax,43
13120,taxed,3
13121,taxi,9
13122,taxidermist,1
13123,taxing,1
13124,taxman,1
13125,taxpaying,1
13126,tay,8
13127,tch,4
13128,tche,1
13129,te,33
13130,tea,160
13131,teach,57
13132,teacher,69
13133,teaching,25
13134,teacup,3
13135,teal,1
13136,team,184
13137,teaming,1
13138,teamwork,4
13139,tear,120
13140,teardrop,4
13141,tearful,1
13142,tearing,6
13143,tearoom,1
13144,teary,9
13145,tease,26
13146,teaser,6
13147,teashop,1
13148,teasing,16
13149,teaspoon,2
13150,teat,1
13151,tech,46
13152,technic,1
13153,technical,12
13154,technically,17
13155,technician,1
13156,technique,9
13157,technologic,1
13158,technological,3
13159,technologically,1
13160,technology,24
13161,techy,1
13162,teck,1
13163,tecnology,1
13164,ted,12
13165,tedious,6
13166,tee,26
13167,teen,18
13168,teenage,9
13169,teens,7
13170,teeny,3
13171,teet,1
13172,teeter,1
13173,teeth,63
13174,teething,4
13175,tele,2
13176,telegraph,2
13177,telepathy,1
13178,telephone,4
13179,telescope,3
13180,television,9
13181,telford,2
13182,tell,962
13183,teller,2
13184,telling,107
13185,temp,18
13186,temper,2
13187,temperature,8
13188,tempest,1
13189,template,7
13190,temple,10
13191,temporarily,14
13192,temporary,9
13193,tempt,28
13194,temptation,11
13195,tempting,20
13196,temptress,1
13197,ten,38
13198,tenacious,1
13199,tend,36
13200,tendency,2
13201,tender,7
13202,tending,2
13203,tendon,3
13204,tennis,31
13205,tense,2
13206,tension,6
13207,tent,18
13208,tentative,1
13209,tented,1
13210,tenth,3
13211,tenuous,1
13212,tequila,14
13213,term,57
13214,termin,1
13215,terminal,5
13216,terminator,25
13217,terminology,2
13218,terrace,4
13219,terrible,108
13220,terribly,17
13221,terrier,9
13222,terrific,8
13223,terrifically,1
13224,terrify,1
13225,terrifying,7
13226,territory,4
13227,terror,4
13228,terrorism,3
13229,terrorist,5
13230,terry,5
13231,test,149
13232,testament,1
13233,tested,9
13234,tester,5
13235,testicle,1
13236,testimonial,1
13237,testing,39
13238,testosterone,1
13239,tetanus,1
13240,tether,8
13241,teuk,1
13242,tew,2
13243,text,327
13244,textbook,2
13245,texture,2
13246,tez,1
13247,th,503
13248,tha,76
13249,thakur,1
13250,than,1
13251,thank,1636
13252,thankee,3
13253,thankful,18
13254,thankfully,18
13255,thanks,4120
13256,thar,2
13257,thats,899
13258,the,1
13259,theater,27
13260,thee,22
13261,theek,1
13262,theft,3
13263,theist,1
13264,them,1
13265,thematically,1
13266,theme,51
13267,themer,1
13268,then,1
13269,theocracy,1
13270,theorem,1
13271,theoretical,1
13272,theoretically,1
13273,theorist,2
13274,theory,26
13275,therapist,4
13276,therapy,26
13277,there,7
13278,thereby,1
13279,therefor,1
13280,therefore,18
13281,thereof,2
13282,theres,103
13283,thermal,1
13284,thermodynamic,1
13285,theses,1
13286,thesis,8
13287,theyll,5
13288,theyre,39
13289,thick,17
13290,thickness,2
13291,thief,2
13292,thieve,2
13293,thig,1
13294,thigh,8
13295,thin,32
13296,thing,1805
13297,thingamabob,1
13298,thingy,37
13299,think,2972
13300,thinking,410
13301,thinly,1
13302,thinner,5
13303,third,47
13304,thirst,2
13305,thirstily,1
13306,thirsty,10
13307,thirteen,2
13308,thirty,5
13309,this,2
13310,thistle,1
13311,tho,558
13312,thong,9
13313,thoo,3
13314,thorn,5
13315,thorough,1
13316,thoroughly,12
13317,thorp,3
13318,those,2
13319,thou,21
13320,though,1755
13321,thought,992
13322,thoughtful,5
13323,thousand,28
13324,thrash,2
13325,thrashing,1
13326,thread,32
13327,threaded,5
13328,threadless,3
13329,threat,8
13330,threaten,5
13331,threatening,8
13332,three,146
13333,threesome,4
13334,threw,35
13335,thrice,1
13336,thrift,3
13337,thrifty,1
13338,thrill,20
13339,thriller,3
13340,thrilling,5
13341,thrive,1
13342,thriving,2
13343,throat,74
13344,throb,4
13345,throne,1
13346,throttle,1
13347,throughout,7
13348,throw,87
13349,throwback,3
13350,throwdown,2
13351,thrower,1
13352,throwing,26
13353,thrown,14
13354,thrust,1
13355,thug,3
13356,thuggish,2
13357,thumb,44
13358,thumbnail,3
13359,thumbtack,1
13360,thump,1
13361,thunder,45
13362,thunderbird,2
13363,thundering,1
13364,thunderstorm,17
13365,thus,22
13366,thusly,1
13367,thy,10
13368,thyme,1
13369,ti,52
13370,tiara,4
13371,tibby,1
13372,tibia,1
13373,tic,2
13374,tick,12
13375,ticker,1
13376,ticket,289
13377,ticketing,1
13378,tickle,8
13379,tickled,2
13380,tickling,2
13381,ticklish,1
13382,tidbit,2
13383,tide,7
13384,tiding,1
13385,tidings,1
13386,tidy,8
13387,tie,22
13388,tied,15
13389,tien,6
13390,tier,3
13391,tiff,4
13392,tiffany,6
13393,tiffy,2
13394,tiger,29
13395,tigger,3
13396,tight,44
13397,tighten,3
13398,tights,8
13399,til,226
13400,tilde,1
13401,tile,5
13402,tiled,2
13403,till,378
13404,tiller,4
13405,tilt,2
13406,timbo,1
13407,timbre,2
13408,time,3059
13409,timed,7
13410,timeless,1
13411,timer,6
13412,times,462
13413,timetable,2
13414,timid,1
13415,timing,26
13416,timothy,2
13417,tin,9
13418,tincture,1
13419,ting,5
13420,tingi,1
13421,tingle,3
13422,tingling,1
13423,tink,6
13424,tinker,3
13425,tinnitus,1
13426,tint,2
13427,tinted,4
13428,tiny,60
13429,tip,82
13430,tipped,2
13431,tipping,1
13432,tippy,1
13433,tipster,1
13434,tipsy,6
13435,tire,19
13436,tired,395
13437,tiredness,4
13438,tiring,16
13439,tissue,14
13440,tit,8
13441,titanic,6
13442,titanium,4
13443,tite,1
13444,tithe,1
13445,titi,1
13446,titillating,1
13447,title,42
13448,titled,1
13449,titter,2
13450,tittle,2
13451,titty,4
13452,tizzy,1
13453,to,5
13454,toad,2
13455,toady,1
13456,toast,33
13457,toaster,1
13458,toastiness,1
13459,toasty,1
13460,tobacco,3
13461,tobe,1
13462,toby,1
13463,tock,1
13464,tod,3
13465,today,2243
13466,toddler,5
13467,toddy,1
13468,toe,34
13469,toenail,3
13470,toff,1
13471,toffee,4
13472,tofu,4
13473,toga,2
13474,together,267
13475,toggle,2
13476,toher,1
13477,toho,1
13478,toi,3
13479,toilet,27
13480,toiling,1
13481,toke,1
13482,token,1
13483,told,373
13484,tolerance,3
13485,tolerate,1
13486,toll,7
13487,toller,1
13488,tomato,21
13489,tomboy,2
13490,tombstone,1
13491,tome,2
13492,tommy,10
13493,tomorrow,1176
13494,ton,85
13495,tone,18
13496,toner,1
13497,tong,1
13498,tongue,14
13499,tonguer,1
13500,tonic,3
13501,tonight,982
13502,tonite,54
13503,tonk,3
13504,tonkin,1
13505,tonsil,6
13506,tony,28
13507,toodle,2
13508,took,274
13509,tool,53
13510,toon,4
13511,toosh,1
13512,toot,2
13513,tooth,31
13514,toothache,7
13515,toothbrush,1
13516,toothed,1
13517,toothless,1
13518,top,231
13519,tope,2
13520,topic,115
13521,topical,2
13522,topless,2
13523,topmost,1
13524,topnotch,1
13525,topping,5
13526,tops,13
13527,tor,1
13528,torch,3
13529,torchwood,3
13530,tore,3
13531,toreador,1
13532,torment,1
13533,tormented,1
13534,torn,8
13535,tornado,11
13536,torque,1
13537,torrent,12
13538,torrential,4
13539,torso,1
13540,tort,1
13541,torta,1
13542,tortilla,2
13543,tortoise,4
13544,torture,16
13545,tortured,1
13546,torturing,1
13547,torus,2
13548,tory,6
13549,tosh,1
13550,toss,19
13551,tosser,1
13552,tossing,4
13553,toston,1
13554,tot,9
13555,total,56
13556,totally,505
13557,tote,5
13558,totum,1
13559,tou,2
13560,touch,136
13561,touched,19
13562,touching,11
13563,touchy,1
13564,tough,77
13565,tought,3
13566,tour,165
13567,touring,17
13568,tourism,2
13569,tourist,10
